5.103570861816406250e+02;1.526146606445312500e+03;7.951955566406250000e+02
3.234497375488281250e+02;1.701858276367187500e+03;5.373344116210937500e+02
5.544030761718750000e+02;1.633984130859375000e+03;2.124826812744140625e+02
1.364136596679687500e+03;1.153039428710937500e+03;8.078281250000000000e+02
7.070293579101562500e+02;8.874393310546875000e+02;1.388922363281250000e+03
7.070293579101562500e+02;8.874393310546875000e+02;1.388922363281250000e+03
6.426740112304687500e+02;1.856134490966796875e+02;1.621084594726562500e+03
1.451871093750000000e+03;1.089929687500000000e+03;1.381762695312500000e+03
3.942891540527343750e+02;1.614371826171875000e+03;2.396221618652343750e+02
4.537350769042968750e+02;2.371175689697265625e+02;1.710817016601562500e+03
1.432752929687500000e+03;1.244442626953125000e+03;1.156036254882812500e+03
1.400292358398437500e+03;1.229584838867187500e+03;1.093915405273437500e+03
2.210483093261718750e+02;1.117755004882812500e+03;1.628942749023437500e+03
5.792155151367187500e+02;4.495081481933593750e+02;1.487999145507812500e+03
2.095334777832031250e+02;6.358146972656250000e+02;1.618145141601562500e+03
6.575877685546875000e+02;2.259432220458984375e+02;1.569680297851562500e+03
4.955215148925781250e+02;1.471613769531250000e+03;1.209381469726562500e+03
2.531148223876953125e+02;9.100686035156250000e+02;1.616539794921875000e+03
6.099655761718750000e+02;1.427147827148437500e+03;9.212575073242187500e+02
3.820763549804687500e+02;1.683787597656250000e+03;6.587424316406250000e+02
